Periodo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Actividades terciarias >  51 Informaci�n en medios masivos Guanajuato ,1.153885864,1.364678974,1.464460148,1.496008921,1.755002459,1.835751952,1.883590174,1.733520588,1.792679738,1.906771551,1.91687577
,Actividades terciarias >  51 Informaci�n en medios masivos Guerrero ,0.471621333,0.477518031,0.506360047,0.515235841,0.586797538,0.611129183,0.61933705,0.586602676,0.632112005,0.62612245,0.65469727
,Actividades terciarias >  51 Informaci�n en medios masivos Hidalgo ,0.336089096,0.331780666,0.334809614,0.337892533,0.367023963,0.371961922,0.357790405,0.318926696,0.353450463,0.328275677,0.338764012
,Actividades terciarias >  51 Informaci�n en medios masivos Jalisco ,4.366115472,4.407792049,4.413290422,4.382160909,4.548526951,4.526696389,4.542986204,4.446782246,4.62718534,4.566744182,4.701143446
,Actividades terciarias >  51 Informaci�n en medios masivos M�xico ,2.126027295,2.139204438,2.271788108,2.333050321,2.61330005,2.692586308,2.595526356,2.54937652,2.705052202,2.663605198,2.75135622
,Actividades terciarias >  51 Informaci�n en medios masivos Michoac�n de Ocampo ,0.714628302,0.725252796,0.748764297,0.75312224,0.823949644,0.849028467,0.84939366,0.767987093,0.878084918,0.827119793,0.879205538
,Actividades terciarias >  51 Informaci�n en medios masivos Morelos ,0.711613116,0.709727703,0.704865034,0.690324995,0.685575725,0.684738915,0.663225423,0.630620056,0.666598637,0.663670024,0.692149484
,Actividades terciarias >  51 Informaci�n en medios masivos Nayarit ,0.145320696,0.152640747,0.16288345,0.163463203,0.182361929,0.1871935,0.190660384,0.196184804,0.216551732,0.199847245,0.20968503
,Actividades terciarias >  51 Informaci�n en medios masivos Nuevo Le�n ,8.514708914,8.607697498,8.246771806,8.390447997,8.007005931,8.044570729,8.060478461,7.643334071,7.623119758,7.585680402,7.754500428
,Actividades terciarias >  51 Informaci�n en medios masivos Oaxaca ,0.350392538,0.357645048,0.370030246,0.376305926,0.418143036,0.44204245,0.435106418,0.416418751,0.403551153,0.421059218,0.454928029
,Actividades terciarias >  51 Informaci�n en medios masivos Puebla ,1.294154194,1.374681888,1.469878563,1.521688596,1.857033636,1.938317851,2.017767457,1.841139556,2.115578723,2.096664101,2.227857876
,Actividades terciarias >  51 Informaci�n en medios masivos Quer�taro ,1.947622318,1.997987646,1.960052501,1.954005841,2.050762394,2.142864169,2.129887308,2.117576721,2.243404946,2.330101407,2.384764443
,Actividades terciarias >  51 Informaci�n en medios masivos Quintana Roo ,0.557335626,0.533125062,0.559329452,0.559215137,0.623628775,0.641827315,0.627955742,0.619539149,0.652221899,0.639946742,0.679499781
,Actividades terciarias >  51 Informaci�n en medios masivos San Luis Potos� ,0.487627689,0.533953784,0.569768758,0.58682086,0.680834753,0.720700517,0.734146461,0.705990643,0.768404545,0.753460468,0.768413496
,Actividades terciarias >  51 Informaci�n en medios masivos Sinaloa ,0.774441422,0.808065198,0.841766696,0.835405919,0.942742949,0.974646763,0.954209936,0.927818306,0.972988927,0.933929225,0.957841089
,Actividades terciarias >  51 Informaci�n en medios masivos Sonora ,1.175955379,1.252308084,1.301516957,1.30270822,1.498210604,1.510630598,1.477228119,1.4620753,1.558303852,1.632907636,1.619099429
,Actividades terciarias >  51 Informaci�n en medios masivos Tabasco ,0.481644498,0.483122519,0.503541314,0.508618481,0.567771301,0.584575917,0.580379489,0.520341815,0.525431003,0.522209864,0.527139007
,Actividades terciarias >  51 Informaci�n en medios masivos Tamaulipas ,1.023083323,1.049655773,1.081602076,1.062377084,1.165754411,1.177604185,1.167734358,1.048539432,1.117665282,1.090992634,1.129294122
,Actividades terciarias >  51 Informaci�n en medios masivos Tlaxcala ,0.103660268,0.102144729,0.105809185,0.108260781,0.118409258,0.123548634,0.123096401,0.128161061,0.139488709,0.133086992,0.14332206
,Actividades terciarias >  51 Informaci�n en medios masivos Veracruz de Ignacio de la Llave ,1.185087703,1.195901646,1.275370976,1.301991727,1.450298566,1.488799364,1.485446722,1.361054807,1.258819824,1.256352854,1.291164788
,Actividades terciarias >  51 Informaci�n en medios masivos Yucat�n ,1.000001415,1.026280562,1.066937677,1.081741517,1.278909455,1.296315292,1.284008225,1.34834494,1.437734057,1.437995203,1.507955081
,Actividades terciarias >  51 Informaci�n en medios masivos Zacatecas ,0.248975367,0.281892002,0.290677397,0.288874327,0.320907465,0.331422734,0.330381324,0.314052215,0.341658508,0.33448469,0.346363653
,Actividades terciarias >  52 Servicios financieros y de seguros Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias >  52 Servicios financieros y de seguros Aguascalientes ,0.717803889,0.682307023,0.667875641,0.653844361,0.673569244,0.662858121,0.690764736,0.651282196,0.698251436,0.734894172,0.79918247
,Actividades terciarias >  52 Servicios financieros y de seguros Baja California ,2.422942635,2.282802437,2.137458334,2.055597054,2.009905506,1.925167592,1.920246461,1.923833799,1.996916195,1.998389601,1.983981237
,Actividades terciarias >  52 Servicios financieros y de seguros Baja California Sur ,0.543605356,0.53553569,0.522770225,0.495559828,0.506283806,0.454560195,0.476327271,0.492253983,0.518535578,0.549665651,0.531149831
,Actividades terciarias >  52 Servicios financieros y de seguros Campeche ,0.442175048,0.407794878,0.38785852,0.412482984,0.467287516,0.467163205,0.489586433,0.457539345,0.415058399,0.404436225,0.371395183
,Actividades terciarias >  52 Servicios financieros y de seguros Coahuila de Zaragoza ,1.740651913,1.757479136,1.952425975,1.98776795,2.083781364,2.003269089,1.947368833,1.940198859,1.863288965,1.85613044,1.857491171
,Actividades terciarias >  52 Servicios financieros y de seguros Colima ,0.346861138,0.348333392,0.375170541,0.368700644,0.415459777,0.388506561,0.369855602,0.382036196,0.370091991,0.378288175,0.368647571
,Actividades terciarias >  52 Servicios financieros y de seguros Chiapas ,1.096019068,1.108584562,1.069021898,1.157004405,1.30399808,1.281916248,1.279391486,1.126074234,1.055007031,0.997738885,0.956829833
,Actividades terciarias >  52 Servicios financieros y de seguros Chihuahua ,1.98286018,1.959781078,1.951437767,1.941621554,1.958886594,2.002382159,2.067423359,2.047304279,2.04477551,2.128363897,2.044036485
,Actividades terciarias >  52 Servicios financieros y de seguros Ciudad de M�xico ,42.73627752,43.38786228,44.22655618,43.66836769,42.26319378,43.39555568,43.39472747,43.84088353,44.20110662,43.28442299,42.71314469
,Actividades terciarias >  52 Servicios financieros y de seguros Durango ,0.751017245,0.766060829,0.699972769,0.765308052,0.763469132,0.747773166,0.718950399,0.700531913,0.667837489,0.679234478,0.70904931
,Actividades terciarias >  52 Servicios financieros y de seguros Guanajuato ,3.256709443,3.057223359,3.040355164,2.946657305,3.022935801,2.872267134,2.890497907,2.882349758,2.987734214,2.98716461,3.002875971
,Actividades terciarias >  52 Servicios financieros y de seguros Guerrero ,0.88353221,0.924740811,0.955653756,1.08352175,1.093081746,0.938432273,0.944922871,0.918347998,0.884553868,0.835662442,0.81746825
,Actividades terciarias >  52 Servicios financieros y de seguros Hidalgo ,0.791366138,0.785465896,0.791933052,0.781437885,0.823304797,0.804288292,0.819413741,0.848671577,0.888995512,0.930235259,0.939237902
,Actividades terciarias >  52 Servicios financieros y de seguros Jalisco ,6.101203235,5.981805697,5.894628936,5.596462478,5.587624106,5.540902112,5.431168401,5.427277501,5.320192021,5.506121066,5.538415639
,Actividades terciarias >  52 Servicios financieros y de seguros M�xico ,6.361627263,6.576263651,6.304331504,6.504837852,6.625110602,6.597963172,6.563523408,6.251081952,6.204133574,6.202821891,6.345173858
,Actividades terciarias >  52 Servicios financieros y de seguros Michoac�n de Ocampo ,1.837483541,1.707629498,1.788366741,1.85327569,1.910643376,1.831539266,1.856475113,1.872751697,1.942705484,2.006630012,1.979207642
,Actividades terciarias >  52 Servicios financieros y de seguros Morelos ,0.854958351,0.829859982,0.828697149,0.84554775,0.877281982,0.875012985,0.872738048,0.829932193,0.807867006,0.781722093,0.780437452
,Actividades terciarias >  52 Servicios financieros y de seguros Nayarit ,0.457827578,0.491884653,0.453875073,0.479197179,0.491596918,0.472737765,0.462966325,0.437104723,0.425550762,0.425963213,0.437163709
,Actividades terciarias >  52 Servicios financieros y de seguros Nuevo Le�n ,8.431106026,8.315971507,8.314670388,8.295334858,8.315799465,8.523732452,8.539852727,8.874087372,9.150740535,9.877309175,10.1015051
,Actividades terciarias >  52 Servicios financieros y de seguros Oaxaca ,0.945630881,0.99564053,0.901121302,0.921374652,0.932933865,0.891953507,0.92641803,0.924008455,0.872855014,0.867422077,0.876553651
,Actividades terciarias >  52 Servicios financieros y de seguros Puebla ,2.36933176,2.065728472,2.07706182,2.166828628,2.193749421,2.113146693,2.288894943,2.216801544,2.246630941,2.180249647,2.171153725
,Actividades terciarias >  52 Servicios financieros y de seguros Quer�taro ,1.114170151,1.194127328,1.152766581,1.489109261,1.495827431,1.436736577,1.472818638,1.437841594,1.443496432,1.483752092,1.550211705
,Actividades terciarias >  52 Servicios financieros y de seguros Quintana Roo ,1.129914361,1.164992954,1.121693767,1.17179094,1.167941447,1.136549103,1.15641786,1.219955946,1.235232417,1.28222079,1.316670439
,Actividades terciarias >  52 Servicios financieros y de seguros San Luis Potos� ,1.175357374,1.116446315,1.104607076,1.146476154,1.190964616,1.14679913,1.121923713,1.086595679,1.113795807,1.13200006,1.13497458
,Actividades terciarias >  52 Servicios financieros y de seguros Sinaloa ,2.178227652,2.101091965,1.913910584,1.904104287,1.99141124,1.884187405,1.849964848,1.848655699,1.820570777,1.881518845,1.961915068
,Actividades terciarias >  52 Servicios financieros y de seguros Sonora ,1.811935385,1.739962928,2.066242906,1.738994895,1.723719332,1.697184438,1.706752647,1.67742078,1.656747897,1.643250529,1.618787374
,Actividades terciarias >  52 Servicios financieros y de seguros Tabasco ,0.855822389,0.837863378,0.842460088,0.925324377,1.018863628,1.025868661,0.960104237,0.922558807,0.81680446,0.750911447,0.731436381
,Actividades terciarias >  52 Servicios financieros y de seguros Tamaulipas ,2.078196382,2.070624362,2.113957742,2.044625309,2.131328819,2.046607371,1.96590192,2.071546613,1.898743267,1.806729869,1.824975547
,Actividades terciarias >  52 Servicios financieros y de seguros Tlaxcala ,0.304158432,0.279829509,0.280171967,0.29611453,0.309782229,0.298330404,0.30796068,0.305557612,0.283531631,0.272033162,0.288853307
,Actividades terciarias >  52 Servicios financieros y de seguros Veracruz de Ignacio de la Llave ,2.599929513,2.890605909,2.530781804,2.782761169,3.044953866,2.961530798,2.894279653,2.765598304,2.610774118,2.570887073,2.695857988
,Actividades terciarias >  52 Servicios financieros y de seguros Yucat�n ,1.123683364,1.120041797,1.029785827,1.015615273,1.035661523,1.016145573,1.025173612,1.013015967,1.000300774,1.02022605,1.026245399
,Actividades terciarias >  52 Servicios financieros y de seguros Zacatecas ,0.557614582,0.515658193,0.502378925,0.504353258,0.569648994,0.558932874,0.587188629,0.606899892,0.55717427,0.543604086,0.525971538
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Aguascalientes ,0.917518264,0.92593916,0.928500143,0.932289211,0.935834364,0.939009208,0.941556411,0.945054287,0.957656853,0.969369277,0.982576037
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Baja California ,3.072435399,3.081103857,3.083468655,3.084811855,3.084510777,3.086450873,3.085989618,3.086883768,3.080753171,3.066148394,3.059544414
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Baja California Sur ,0.497206223,0.500377279,0.502832578,0.509313619,0.51512361,0.519657634,0.526997528,0.533498775,0.535156271,0.530208294,0.530817246
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Campeche ,0.646992039,0.64427193,0.64521171,0.647886941,0.650408463,0.651359411,0.656063425,0.658219834,0.653412912,0.646671138,0.642568302
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Coahuila de Zaragoza ,2.510522164,2.530415961,2.535601228,2.535861263,2.535233039,2.534744828,2.532427252,2.531787847,2.544995683,2.558049842,2.573554393
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Colima ,0.603232758,0.611592817,0.614333769,0.617122554,0.619643538,0.621598558,0.623486408,0.625826666,0.631451462,0.636473223,0.64261574
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Chiapas ,2.110411011,2.143412912,2.153815633,2.16320876,2.174375634,2.186110834,2.191890211,2.201426154,2.180141631,2.153371937,2.134145979
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Chihuahua ,3.317858287,3.333784818,3.324474075,3.326143312,3.326480353,3.332623159,3.330606055,3.332028175,3.336973147,3.328315832,3.323030586
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Ciudad de M�xico ,14.96403739,14.39323085,14.23929014,14.12478739,14.02538639,13.93652694,13.88592021,13.79230071,13.76411705,13.85988981,13.79538082
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Durango ,1.206790854,1.2245809,1.229557049,1.232488371,1.235652501,1.239115541,1.239553407,1.241789359,1.237569805,1.235278917,1.233923171
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Guanajuato ,3.674241358,3.709160254,3.719335505,3.724250233,3.728895131,3.73356621,3.733815585,3.737922746,3.741157998,3.743249228,3.743725129
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Guerrero ,1.727698646,1.752193275,1.759740457,1.754243557,1.749467151,1.743954468,1.735097801,1.729453657,1.710914591,1.692043585,1.678205411
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Hidalgo ,1.796445991,1.790700077,1.79019595,1.791234201,1.794742669,1.802302048,1.803818256,1.805553578,1.828691622,1.855472008,1.865206616
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Jalisco ,7.329115799,7.343129745,7.349345485,7.360085102,7.370649445,7.380263662,7.388459801,7.397337523,7.463325911,7.525833698,7.56691157
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles M�xico ,14.43830631,14.64013603,14.69473319,14.69575091,14.69387551,14.68989299,14.66472952,14.65724367,14.52501498,14.39352239,14.31600895
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Michoac�n de Ocampo ,2.835913556,2.872120801,2.882194481,2.875662493,2.870151078,2.865427423,2.854111552,2.846638593,2.830063791,2.813645567,2.800173546
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Morelos ,1.316644424,1.335572357,1.340342814,1.342092574,1.343598654,1.345132537,1.343991279,1.345317294,1.339607976,1.331627176,1.32711361
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Nayarit ,0.86677469,0.872135513,0.873849075,0.876737908,0.878884702,0.880304367,0.881954964,0.885134097,0.882814843,0.877190151,0.873983721
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Nuevo Le�n ,5.644337193,5.553483504,5.512811582,5.535933007,5.552752085,5.570679854,5.60280978,5.631012546,5.756383198,5.853164439,5.96345313
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Oaxaca ,2.24748689,2.28336483,2.293753095,2.288606446,2.284289936,2.280183339,2.270857199,2.264781069,2.238388469,2.209258129,2.188678175
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Puebla ,4.167277364,4.204799574,4.217528913,4.219288987,4.219679329,4.214639323,4.217116037,4.215784197,4.1886803,4.15491146,4.149541823
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Quer�taro ,1.575603794,1.575550631,1.577722698,1.590339066,1.601576209,1.611913989,1.625072294,1.638129455,1.66594008,1.685562027,1.705774731
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Quintana Roo ,1.65355357,1.630036427,1.628311351,1.647231906,1.665116616,1.678256934,1.703576944,1.723540324,1.784640545,1.833525015,1.885655589
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles San Luis Potos� ,2.263622235,2.214735637,2.20278009,2.196840897,2.193624243,2.192786352,2.190982427,2.186471786,2.191264434,2.210870061,2.206105082
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Sinaloa ,2.24785654,2.267768322,2.272276758,2.273936541,2.273961064,2.273356921,2.271742338,2.273118017,2.270339278,2.262552445,2.26212994
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Sonora ,2.209202528,2.226730071,2.232623987,2.242449087,2.250941119,2.258192877,2.266379088,2.275622704,2.277899507,2.270296039,2.27067579
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Tabasco ,1.918933748,1.930663504,1.938991778,1.947934387,1.955300186,1.957430559,1.970660313,1.977508835,1.964096181,1.937433911,1.927461778
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Tamaulipas ,3.083905247,3.120137903,3.131213773,3.135052127,3.138190791,3.140208394,3.140335443,3.141771236,3.143397869,3.142984273,3.153945289
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Tlaxcala ,0.820734279,0.835385341,0.839356923,0.840854369,0.842581131,0.844547665,0.844073604,0.845110801,0.837978063,0.830306795,0.825979703
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Veracruz de Ignacio de la Llave ,5.819308803,5.910341201,5.934670097,5.939026282,5.944198511,5.949680134,5.941852024,5.942671268,5.899202672,5.852826566,5.818019745
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Yucat�n ,1.527801426,1.537934158,1.541520746,1.539942878,1.537029215,1.532663914,1.529977658,1.528530217,1.539331544,1.544391928,1.55733434
,Actividades terciarias >  53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles Zacatecas ,0.988231225,1.005210356,1.009616268,1.008593771,1.007846557,1.007419052,1.004095566,1.002530814,0.998638158,0.99555645,0.99575965
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Total nacional ",100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Aguascalientes ",0.755716617,0.743214416,0.771258191,0.724342801,0.745083433,0.800318336,0.798053735,0.791955568,0.803230749,0.771497561,0.769227311
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Baja California ",2.390096697,2.101291371,2.234973021,2.278367326,2.242248726,2.410158289,2.29734615,2.390537823,2.33743486,2.465950922,2.292177314
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Baja California Sur ",0.38983453,0.342041111,0.41357002,0.411987216,0.433224014,0.419429329,0.445361608,0.405852744,0.42434054,0.43345344,0.412976906
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Campeche ",1.147793164,1.164976846,1.144844181,1.30190948,1.335399072,1.313320927,1.34520464,1.300092816,1.187143189,1.177687314,1.20678808
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Coahuila de Zaragoza ",1.528004348,1.406948988,1.436823694,1.572340392,1.686089241,1.753018457,1.624011969,1.6684937,1.681574391,1.553757265,1.493941492
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Colima ",0.29349818,0.283201157,0.264090482,0.269548007,0.282354094,0.306727566,0.297463038,0.295454399,0.274044918,0.279510124,0.295453641
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Chiapas ",0.603426991,0.605987432,0.618137054,0.60496848,0.580651446,0.548800185,0.5224825,0.590983868,0.515790597,0.534319644,0.52121076
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Chihuahua ",1.506813811,1.37999469,1.283895352,1.290195676,1.308503422,1.421426023,1.393700422,1.349517513,1.420008374,1.321891616,1.416411519
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Ciudad de M�xico ",49.91376181,51.34451297,52.26450887,50.75395732,49.7626437,49.29911146,48.80961119,49.65052478,49.51627701,48.08543529,47.89266098
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Durango ",0.682547462,0.672113369,0.708992292,0.684190031,0.711277771,0.756558876,0.743000838,0.754302618,0.776893063,0.761933257,0.759119318
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Guanajuato ",1.915624256,1.950526117,2.094548441,2.252881104,2.071757604,2.184499999,2.008768111,2.111901111,2.209445811,2.084375295,2.172577057
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Guerrero ",0.554751193,0.544365679,0.461927846,0.50468806,0.445206967,0.47656937,0.482209415,0.446247993,0.480515964,0.478021514,0.474604008
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Hidalgo ",0.44506404,0.448298907,0.420400789,0.343624785,0.416523049,0.461863629,0.489412355,0.47453323,0.456573142,0.383835744,0.440490177
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Jalisco ",6.180674796,5.396920616,5.591011677,5.692260978,5.591130279,5.762429862,6.297488206,6.27738395,6.093200233,6.571722071,6.683366751
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos M�xico ",4.194915341,4.463142408,4.423650847,4.48015508,4.659836832,4.538098044,4.715000092,4.348190634,4.21017179,4.579157904,4.81246055
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Michoac�n de Ocampo ",0.801144707,0.76966606,0.789498766,0.786487054,0.833553138,0.78689476,0.738436018,0.718127845,0.76611792,0.859583994,0.758776115
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Morelos ",0.547979905,0.613857897,0.606049445,0.605162828,0.598575646,0.531731618,0.544457963,0.496872899,0.485841118,0.5538152,0.515290872
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Nayarit ",0.252202117,0.254523138,0.234817965,0.223719054,0.217978323,0.250146466,0.266529374,0.240104635,0.229658453,0.25319419,0.254265592
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Nuevo Le�n ",7.610649336,7.983040341,7.600963983,7.553262841,7.912484938,7.663948638,7.656214599,7.929851058,8.316510358,8.457740818,8.394244737
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Oaxaca ",0.549092631,0.515939822,0.55961251,0.523157866,0.572840803,0.544273787,0.546506666,0.528723486,0.539981635,0.490982421,0.505990567
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Puebla ",1.862321709,1.746463133,1.667147265,1.644458295,1.822690089,1.687881576,1.743126983,1.646124185,1.705341162,1.989226872,2.000926974
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Quer�taro ",3.395664148,3.248806906,3.137261595,3.292995014,3.097597636,3.211024015,3.493140014,3.344693032,3.371270077,3.517204602,3.865058577
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Quintana Roo ",1.266071531,1.207250915,1.310148317,1.440417148,1.401756738,1.388242811,1.412460071,1.350639336,1.448814254,1.479575695,1.554397634
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos San Luis Potos� ",0.834186591,0.770211466,0.799491162,0.874750603,0.792507254,0.775358813,0.816277204,0.780592633,0.837738618,0.856252249,0.827518437
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Sinaloa ",1.017814447,0.961755516,0.96253349,1.01151908,0.972255352,1.139619797,1.057327565,1.108321506,1.03644396,0.994167606,0.97653492
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Sonora ",1.933067585,1.822307167,1.573162307,1.791101003,1.935735099,2.085166624,2.321663123,2.135242611,2.009782232,1.982642265,2.045010886
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Tabasco ",2.077018295,2.001718377,1.743156992,1.897766689,2.032420129,1.987878423,1.890925415,1.838265416,1.718453262,1.78326697,1.767222004
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Tamaulipas ",1.985970023,1.889376291,1.629634296,1.774032364,1.752375922,1.862096085,1.760227073,1.812559376,1.740687961,1.641271949,1.713742023
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Tlaxcala ",0.144939835,0.13422876,0.143318512,0.145988788,0.134502334,0.126571658,0.1332246,0.140646243,0.137725932,0.145341957,0.137399488
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Veracruz de Ignacio de la Llave ",2.092239676,2.032439744,1.932098604,2.101413688,2.450022541,2.260220829,2.046721868,1.851535539,1.984915219,2.207248134,1.803973649
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Yucat�n ",0.821788916,0.896152273,0.879046091,0.841298674,0.862849625,0.937607422,0.991084602,0.909544007,0.936863006,0.963139784,0.908872669
,Actividades terciarias >  54 Servicios profesionales - cient�ficos y t�cnicos Zacatecas ",0.305325316,0.30472612,0.299425948,0.327052279,0.33792479,0.309006327,0.312562593,0.312183449,0.347210201,0.342796328,0.327308986
,Actividades terciarias >  55 Corporativos Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias >  55 Corporativos Aguascalientes ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Baja California ,0.114035805,0.113825474,0.112764131,0.114333213,0.110308234,0.108928939,0.107591835,0.11082079,0.121793758,0.124239001,0.117304654
,Actividades terciarias >  55 Corporativos Baja California Sur ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Campeche ,0.530191027,0.566602884,0.543627462,0.567503701,0.593732454,0.588219147,0.531540012,0.478744648,0.454663976,0.426975904,0.402280511
,Actividades terciarias >  55 Corporativos Coahuila de Zaragoza ,0.0518815,0.049672776,0.050473741,0.053748075,0.053469313,0.053194769,0.050057078,0.050944005,0.055752731,0.056199969,0.055071974
,Actividades terciarias >  55 Corporativos Colima ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Chiapas ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Chihuahua ,0.058112742,0.054177554,0.05393603,0.054222888,0.052658694,0.052486124,0.050081458,0.051458052,0.05701116,0.057268767,0.054511262
,Actividades terciarias >  55 Corporativos Ciudad de M�xico ,63.04641597,62.27785949,62.68574044,61.87087609,63.14062989,63.78554039,65.73263088,65.41599725,62.02965364,61.29921189,62.76514134
,Actividades terciarias >  55 Corporativos Durango ,1.026277922,1.044607053,1.019059291,1.033638483,1.025545481,1.013473277,0.959354518,0.959714247,1.054845356,1.058279952,1.005099081
,Actividades terciarias >  55 Corporativos Guanajuato ,0.373462469,0.383394774,0.380337822,0.389936897,0.380037755,0.383440789,0.375673918,0.387411092,0.429008512,0.441586676,0.431391051
,Actividades terciarias >  55 Corporativos Guerrero ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Hidalgo ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Jalisco ,1.225744752,1.269680517,1.232251994,1.250546735,1.197927972,1.186234392,1.120665574,1.132948111,1.248373502,1.280419452,1.233337238
,Actividades terciarias >  55 Corporativos M�xico ,0.98940914,1.040174661,1.030874707,1.049316844,1.029790906,1.000091947,0.942565548,0.93900397,1.02178656,1.034275572,0.986463376
