Periodo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Actividades terciarias >  55 Corporativos Michoac�n de Ocampo ,0.291157846,0.317811147,0.310343869,0.311854078,0.298259817,0.282311361,0.263269997,0.26291374,0.287065163,0.291120507,0.279758954
,Actividades terciarias >  55 Corporativos Morelos ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Nayarit ,0.00924265,0.009809688,0.009680605,0.009848187,0.009538351,0.009341725,0.008848063,0.00893181,0.009711107,0.009750841,0.009317853
,Actividades terciarias >  55 Corporativos Nuevo Le�n ,27.20845549,27.56670381,27.42096253,28.11561645,27.08744384,26.57732019,25.14984667,25.43638862,27.97491254,28.56503349,27.50879559
,Actividades terciarias >  55 Corporativos Oaxaca ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias >  55 Corporativos Puebla ,0.234591535,0.253834245,0.257368011,0.261547798,0.257998371,0.25168598,0.240066942,0.241640921,0.265209527,0.275582281,0.259709159
,Actividades terciarias >  55 Corporativos Quer�taro ,0.161706844,0.170403422,0.177880804,0.189623227,0.189403307,0.19122567,0.185529961,0.189566982,0.212569495,0.223545201,0.214401784
,Actividades terciarias >  55 Corporativos Quintana Roo ,0.459753554,0.470128239,0.456317134,0.460221098,0.442721606,0.446011555,0.428688138,0.445144398,0.501343648,0.536657379,0.542613572
,Actividades terciarias >  55 Corporativos San Luis Potos� ,0.036580099,0.040713631,0.041870403,0.043216301,0.042441206,0.042003493,0.04144266,0.041599987,0.045858062,0.047706708,0.044388354
,Actividades terciarias > 55 Corporativos Sinaloa ,3.6308569,3.779766309,3.632382547,3.638776765,3.51973402,3.468164721,3.285595579,3.329103663,3.67938967,3.727063535,3.583037106
,Actividades terciarias > 55 Corporativos Sonora ,0.13964954,0.138457628,0.138516216,0.141439289,0.137232506,0.137400749,0.127490326,0.126562269,0.13693908,0.139397725,0.132103811
,Actividades terciarias > 55 Corporativos Tabasco ,0.024965696,0.026178127,0.025467361,0.025911886,0.025747462,0.026213213,0.024559216,0.023750915,0.024298873,0.022923965,0.021053606
,Actividades terciarias > 55 Corporativos Tamaulipas ,0.00016171,0.000160285,0.000157769,0.000156283,0.000148867,0.00014593,0.00013714,0.000137726,0.000148224,0.000151026,0.000144965
,Actividades terciarias > 55 Corporativos Tlaxcala ,0,0,0,0,0,0,0,0,0,0,0
,Actividades terciarias > 55 Corporativos Veracruz de Ignacio de la Llave ,0.327730757,0.354635286,0.346811918,0.345232929,0.334925637,0.327603804,0.30516979,0.298426634,0.314685818,0.307212493,0.286424592
,Actividades terciarias > 55 Corporativos Yucat�n ,0.057367676,0.069060773,0.070867845,0.070068268,0.068039801,0.066740823,0.067082742,0.066639899,0.072649253,0.073008359,0.065337111
,Actividades terciarias > 55 Corporativos Zacatecas ,0.002248374,0.002342226,0.002307371,0.002364519,0.002264516,0.002221009,0.002111954,0.002150269,0.002330352,0.002389305,0.002313052
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Aguascalientes ,0.722685245,0.694005338,0.710949222,0.719946108,0.713521197,0.664357318,0.657012698,0.687854006,0.709848214,0.69807564,0.723740486
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Baja California ,1.857248864,1.890193654,2.13626955,2.121253986,2.18103883,2.14584001,2.14302299,2.237773127,2.313003194,2.351191847,2.272112334
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Baja California Sur ,0.565794217,0.566723779,0.54710374,0.544649666,0.543652386,0.551160502,0.558531694,0.54692209,0.562275797,0.586601006,0.595740098
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Campeche ,0.484151856,0.544204253,0.501096494,0.463534362,0.449005298,0.488884466,0.505648286,0.484410476,0.363268785,0.318755081,0.316351195
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Coahuila de Zaragoza ,3.356878627,3.246646413,3.624341751,3.850564642,3.973781331,3.852602104,3.921016811,4.002246055,3.826827668,3.800514163,3.876448284
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Colima ,0.311342911,0.324294998,0.325828207,0.338176968,0.336317632,0.340526191,0.337704279,0.328622888,0.319902012,0.32401802,0.325214695
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Chiapas ,0.541592178,0.572646229,0.590225601,0.632652062,0.642692832,0.660558716,0.648396785,0.621595443,0.612142362,0.586253279,0.603366548
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Chihuahua ,1.222411597,1.076735694,1.273076952,1.321004028,1.379624409,1.420964988,1.38959971,1.426271185,1.342866841,1.227650252,1.157656041
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Ciudad de M�xico ,46.4718443,46.79376609,45.4142944,44.94196335,44.78650707,45.30115606,45.74308453,45.94292984,46.14145493,45.54324006,45.16738671
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Durango ,0.555516927,0.563415756,0.596365964,0.595495168,0.615875307,0.632043641,0.604033697,0.600448108,0.635220564,0.565464323,0.542331335
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Guanajuato ,2.54120165,2.538955131,2.609849048,2.545698476,2.618273444,2.677493882,2.811118871,2.921212658,2.957584368,3.099746819,3.036313695
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Guerrero ,0.599869578,0.570969797,0.521927433,0.512065569,0.496898569,0.493800069,0.491430949,0.476771847,0.473377013,0.474569317,0.474184621
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Hidalgo ,0.459883592,0.45624249,0.450105838,0.48333574,0.491071937,0.485686126,0.499153208,0.499437823,0.515396459,0.506314447,0.512604204
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Jalisco ,5.575473898,5.239085835,5.171015348,5.128310881,4.920663268,4.806341642,4.638509753,4.592167818,4.650285461,4.660964942,4.578514129
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n M�xico ,6.058659822,5.909519332,6.104251138,6.190071837,6.162142124,5.997795411,5.935987126,5.860266113,5.901136486,6.163028942,6.189799106
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Michoac�n de Ocampo ,0.91937154,1.008475235,0.992601757,0.970577771,1.030237065,1.003383199,0.992045087,0.985551222,0.960826034,1.012606718,1.034933165
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Morelos ,0.666969978,0.634325987,0.665558031,0.670708247,0.63933345,0.643814784,0.659500727,0.606221812,0.60400437,0.607282389,0.63393237
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Nayarit ,0.343421696,0.353175472,0.357154071,0.350443787,0.348876055,0.339586461,0.331736705,0.347649341,0.336106467,0.340851279,0.331355119
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Nuevo Le�n ,10.28161911,10.41267167,10.82084406,11.00752171,10.77307696,10.69022075,10.60901827,10.49200496,10.73533941,10.81983043,11.09141172
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Oaxaca ,0.509670818,0.513756416,0.467671005,0.477180559,0.486969322,0.493369973,0.499749442,0.492866716,0.483815315,0.478631015,0.491918541
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Puebla ,2.053847932,2.123055262,2.074653042,2.161395638,2.03760471,1.933107379,1.81856163,1.804467788,1.767556583,1.835407916,1.823361797
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Quer�taro ,1.087041273,1.075874856,1.130214124,1.204026388,1.264238092,1.2785603,1.198509334,1.18134766,1.230420584,1.271281346,1.282806984
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Quintana Roo ,2.498882849,2.508498004,2.496513092,2.449802446,2.446528278,2.501763181,2.576208961,2.672993994,2.76120371,2.934876093,3.083106801
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n San Luis Potos� ,1.053228729,1.005537036,1.101509792,1.18805402,1.269492645,1.215258584,1.205749443,1.215001117,1.196573111,1.248189618,1.262352394
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Sinaloa ,0.841358094,0.852777554,0.83541115,0.813087339,0.803610468,0.795873235,0.804052058,0.809417157,0.817411472,0.838699791,0.853191847
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Sonora ,1.708862013,1.706179225,1.799973004,1.847569283,1.941208276,1.900925399,1.862662012,1.779889737,1.758028449,1.730164858,1.720281297
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Tabasco ,0.647163166,0.702714905,0.653291098,0.654403758,0.710025761,0.68003814,0.662770769,0.668853632,0.462123688,0.40559924,0.423009559
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Tamaulipas ,2.114233921,1.983094023,1.908255789,1.83335403,1.776001494,1.749744123,1.66750493,1.63304595,1.573301235,1.623304261,1.606143311
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Tlaxcala ,0.223241387,0.230457645,0.242641573,0.242930101,0.265216615,0.271854169,0.254613717,0.23534985,0.243065628,0.243446484,0.245580543
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Veracruz de Ignacio de la Llave ,1.618756345,1.725079275,1.714401705,1.605894156,1.628375021,1.70267757,1.699314135,1.605651167,1.472111531,1.442358326,1.549402799
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Yucat�n ,1.848249139,1.909812752,1.885914495,1.863001246,1.99684687,2.010235584,2.00759397,1.98145107,2.015322905,2.002596354,1.979897546
,Actividades terciarias > 56 Servicios de apoyo a negocios y manejo de desechos y servicios de remediaci�n Zacatecas ,0.259526755,0.267109895,0.276691513,0.271326678,0.271293284,0.27037604,0.266157421,0.259307353,0.258199357,0.258485745,0.215550732
,Actividades terciarias > 61 Servicios educativos Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 61 Servicios educativos Aguascalientes ,1.099087303,1.1220722,1.10633438,1.104964693,1.097916361,1.093202808,1.068243586,1.173093061,1.188262492,1.170252078,1.234605181
,Actividades terciarias > 61 Servicios educativos Baja California ,2.83072323,2.738887266,2.755700943,2.864175253,2.946334088,3.013026344,2.919047058,2.881773138,2.970861713,2.952514147,2.972646857
,Actividades terciarias > 61 Servicios educativos Baja California Sur ,0.504535342,0.56179024,0.624674585,0.641142405,0.653361652,0.672303416,0.645721094,0.691042898,0.729968981,0.678629591,0.680750759
,Actividades terciarias > 61 Servicios educativos Campeche ,0.848730903,0.843565645,0.862951998,0.899712175,0.848620852,0.837524585,0.821470029,0.861051958,0.855880011,0.817406996,0.814661536
,Actividades terciarias > 61 Servicios educativos Coahuila de Zaragoza ,2.521294593,2.561639836,2.531701227,2.485994429,2.416019777,2.409987451,2.441350755,2.380599361,2.386377454,2.461322237,2.455667404
,Actividades terciarias > 61 Servicios educativos Colima ,0.74449871,0.720861707,0.731401907,0.691542729,0.701088323,0.720577659,0.70459474,0.718337904,0.732997472,0.732076692,0.737426939
,Actividades terciarias > 61 Servicios educativos Chiapas ,3.544737114,3.664554374,3.682829749,3.729267638,3.550309029,3.706075324,3.889379372,3.624107709,3.803769108,3.816842677,3.784824627
,Actividades terciarias > 61 Servicios educativos Chihuahua ,3.220615184,2.963580832,2.980102069,3.06560621,3.138811973,2.842535543,2.889577802,2.869530372,2.907395535,2.820278304,2.893879454
,Actividades terciarias > 61 Servicios educativos Ciudad de M�xico ,14.92839754,14.73994559,14.06994633,14.41057608,14.75238985,14.24814744,13.93754808,13.53455665,13.68057535,13.90959084,13.77098302
,Actividades terciarias > 61 Servicios educativos Durango ,1.630441193,1.625734152,1.576825308,1.607201479,1.595889157,1.649609851,1.640248098,1.635996216,1.536327266,1.492562038,1.468333829
,Actividades terciarias > 61 Servicios educativos Guanajuato ,3.437779992,3.540328582,3.582337867,3.618910861,3.596973146,3.675805056,3.570455724,3.52768616,3.620664461,3.642533028,3.647287123
,Actividades terciarias > 61 Servicios educativos Guerrero ,2.520876999,2.667926509,2.616073818,2.583110246,2.518944739,2.472009543,2.436285165,2.448687141,2.57121623,2.425908717,2.405358987
,Actividades terciarias > 61 Servicios educativos Hidalgo ,2.122998306,2.072102853,2.070370239,2.061191721,2.092364299,2.187253919,2.273606845,2.210093488,2.274282597,2.258381602,2.216048883
,Actividades terciarias > 61 Servicios educativos Jalisco ,5.736000987,5.784433509,5.905620337,5.830530126,5.862361872,5.944651083,5.804770128,5.739708565,5.809541467,5.72100059,5.551532331
,Actividades terciarias > 61 Servicios educativos M�xico ,10.27999838,10.20421206,10.34523618,10.45536305,10.67872313,10.93503787,11.31893807,10.97791119,11.15746429,10.81558728,10.93171196
,Actividades terciarias > 61 Servicios educativos Michoac�n de Ocampo ,3.901436067,3.955591492,4.103534784,4.080714718,3.93468623,3.992867449,4.017813014,3.965379633,4.023740788,3.934105054,3.97255929
,Actividades terciarias > 61 Servicios educativos Morelos ,1.353588796,1.371275662,1.371236701,1.375261714,1.453929849,1.528367494,1.364059964,1.459249968,1.539320421,1.498370711,1.470094848
,Actividades terciarias > 61 Servicios educativos Nayarit ,1.01553783,1.040662546,1.043585434,0.993583279,0.933183058,0.914812678,0.982035677,0.991881947,1.028168915,1.025399641,1.042080387
,Actividades terciarias > 61 Servicios educativos Nuevo Le�n ,4.798049664,4.674526776,4.752898023,4.701433107,4.934651546,4.692784781,4.524379361,4.676743714,4.465678694,4.497350721,4.463003431
,Actividades terciarias > 61 Servicios educativos Oaxaca ,3.172672052,3.111915071,3.010456795,2.871414168,2.631433136,2.605864712,2.64890063,3.033441667,2.80737619,3.18836996,3.033824945
,Actividades terciarias > 61 Servicios educativos Puebla ,4.176306185,4.336274436,4.395553563,4.401645779,4.492028987,4.60489583,4.562455401,4.455019798,4.231152796,4.373471789,4.501850256
,Actividades terciarias > 61 Servicios educativos Quer�taro ,1.468288551,1.504039998,1.52838868,1.63419211,1.631079029,1.638729488,1.686016075,1.803398097,1.765865908,1.77222409,1.755727504
,Actividades terciarias > 61 Servicios educativos Quintana Roo ,1.025471618,1.04969631,1.072441341,1.114507778,1.061398032,1.047184785,1.026039873,1.122525088,1.08163445,1.09034419,1.091615539
,Actividades terciarias > 61 Servicios educativos San Luis Potos� ,2.287407865,2.313666153,2.275093488,2.23152444,2.148068519,2.155334933,2.156167996,2.36265832,2.327814647,2.375284138,2.343218989
,Actividades terciarias > 61 Servicios educativos Sinaloa ,2.784967964,2.769647464,2.820042745,2.832330135,2.878287239,2.86276095,2.986523294,3.081664289,2.965559997,2.748982973,2.954620682
,Actividades terciarias > 61 Servicios educativos Sonora ,2.540971455,2.699528142,2.743559894,2.724525976,2.734408343,2.540988839,2.687975108,2.526029764,2.634556803,2.540699462,2.557665343
,Actividades terciarias > 61 Servicios educativos Tabasco ,1.98184436,1.960201673,1.978171692,1.964332025,1.901955827,2.088475267,2.034854942,1.989052783,1.945322202,1.965594012,1.967676805
,Actividades terciarias > 61 Servicios educativos Tamaulipas ,2.852900645,2.866048173,2.823907145,2.84049747,2.852487214,2.912258027,2.989269184,3.079424508,3.086734092,3.007326207,3.082234365
,Actividades terciarias > 61 Servicios educativos Tlaxcala ,0.88442618,0.876658863,0.876515919,0.860307568,0.834142825,0.834163899,0.842268385,0.909555002,0.873601837,0.920098601,0.88257825
,Actividades terciarias > 61 Servicios educativos Veracruz de Ignacio de la Llave ,6.738997691,6.509131834,6.608511295,6.167786189,6.081964455,6.132067898,6.108667032,6.267364722,5.883058174,6.176808918,6.120081869
,Actividades terciarias > 61 Servicios educativos Yucat�n ,1.732701284,1.730860321,1.730175421,1.71185131,1.689641595,1.661339723,1.67357628,1.663800331,1.744338351,1.749339993,1.772097641
,Actividades terciarias > 61 Servicios educativos Zacatecas ,1.313716014,1.41863973,1.423820152,1.444803146,1.356545873,1.379355354,1.347761242,1.338634556,1.370491314,1.421342725,1.423350958
,Actividades terciarias > 62 Servicios de salud y de asistencia social Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 62 Servicios de salud y de asistencia social Aguascalientes ,1.158842869,1.224795444,1.155821122,1.111264154,1.174413048,1.118058528,1.181701177,1.280491074,1.357383344,1.380131513,1.415709518
,Actividades terciarias > 62 Servicios de salud y de asistencia social Baja California ,2.3197255,2.397280041,2.348465178,2.466438771,2.499009719,2.630674547,2.733096981,2.66729653,2.500891018,2.759658694,2.724197224
,Actividades terciarias > 62 Servicios de salud y de asistencia social Baja California Sur ,0.756497747,0.729210351,0.726319421,0.749165815,0.757973995,0.784788977,0.76102154,0.717981244,0.750138235,0.73916906,0.761426859
,Actividades terciarias > 62 Servicios de salud y de asistencia social Campeche ,0.703523446,0.719357321,0.697859652,0.66316455,0.664358991,0.63649549,0.619019008,0.679123562,0.666719992,0.641230027,0.635589196
,Actividades terciarias > 62 Servicios de salud y de asistencia social Coahuila de Zaragoza ,2.412153756,2.442358792,2.370964292,2.291514619,2.26276534,2.293405365,2.33410219,2.368952083,2.353462631,2.408101662,2.43071563
,Actividades terciarias > 62 Servicios de salud y de asistencia social Colima ,0.799004344,0.790789289,0.77609993,0.720612322,0.729028881,0.674172963,0.633729157,0.611279093,0.658386749,0.640291032,0.651618635
,Actividades terciarias > 62 Servicios de salud y de asistencia social Chiapas ,2.232338319,2.131376362,2.316401787,2.195720586,2.265443421,2.315911343,2.425518726,2.406796924,2.295376754,2.702839149,2.625465987
,Actividades terciarias > 62 Servicios de salud y de asistencia social Chihuahua ,3.291789921,2.951776228,2.981564238,3.067836148,2.90624373,2.889404689,2.815764173,2.676987193,2.722825211,2.993563828,3.065195092
,Actividades terciarias > 62 Servicios de salud y de asistencia social Ciudad de M�xico ,22.70563663,22.78154451,22.61516749,22.6292691,22.4370791,22.3531189,22.30935636,22.00482943,22.17494823,21.94243297,21.56093056
,Actividades terciarias > 62 Servicios de salud y de asistencia social Durango ,1.260349142,1.302728404,1.313678155,1.33628035,1.254892238,1.280874501,1.210329883,1.195792874,1.15875885,1.214991052,1.169885936
,Actividades terciarias > 62 Servicios de salud y de asistencia social Guanajuato ,4.044713856,4.136157571,4.1348757,4.345860257,4.260591454,4.257868789,4.219574468,4.522811434,4.265189538,3.928024442,4.00362521
,Actividades terciarias > 62 Servicios de salud y de asistencia social Guerrero ,1.961985065,1.959895246,1.940140686,1.958119387,1.842990645,1.845883164,1.879722778,1.953473967,1.872365786,1.911620732,1.856553956
,Actividades terciarias > 62 Servicios de salud y de asistencia social Hidalgo ,1.385406873,1.433643249,1.401228618,1.507901087,1.46936035,1.522191024,1.502751245,1.562055794,1.558715709,1.537592552,1.52160657
,Actividades terciarias > 62 Servicios de salud y de asistencia social Jalisco ,5.959187705,5.967093876,5.901025623,6.017452834,6.162684477,6.112425885,6.072843005,5.907692521,6.194549497,6.226061378,6.543235015
,Actividades terciarias > 62 Servicios de salud y de asistencia social M�xico ,9.177257779,9.745092774,10.13997461,10.36211757,10.54150258,10.35670347,10.57279146,10.793307,10.9362504,10.09636685,9.983425134
,Actividades terciarias > 62 Servicios de salud y de asistencia social Michoac�n de Ocampo ,2.574196379,2.463506467,2.349434083,2.247476943,2.190433635,2.087446941,2.173468554,2.386862073,2.412354067,2.464244544,2.686405949
,Actividades terciarias > 62 Servicios de salud y de asistencia social Morelos ,1.638135759,1.536508979,1.475594414,1.517889185,1.44127793,1.459696217,1.446635098,1.55780891,1.687265243,1.803056354,1.628076939
,Actividades terciarias > 62 Servicios de salud y de asistencia social Nayarit ,0.899944244,0.879254897,0.843740804,0.844309306,0.847435527,0.815193445,0.77357975,0.758672906,0.789420713,0.82594865,0.805344448
,Actividades terciarias > 62 Servicios de salud y de asistencia social Nuevo Le�n ,5.221129763,5.214411534,5.389930135,5.2193301,5.082027512,5.304584566,5.351552569,5.269851285,5.185218853,5.332591313,5.492349953
,Actividades terciarias > 62 Servicios de salud y de asistencia social Oaxaca ,1.650088224,1.636059283,1.598609525,1.598175485,1.579376,1.603412701,1.662927141,1.628858204,1.664551478,1.640454036,1.592275347
,Actividades terciarias > 62 Servicios de salud y de asistencia social Puebla ,3.227229752,3.356762467,3.456521761,3.5267132,3.423390959,3.556518221,3.502513901,3.314799482,3.478986017,3.382140009,3.282932039
,Actividades terciarias > 62 Servicios de salud y de asistencia social Quer�taro ,1.461315219,1.408036011,1.307168956,1.370372596,1.341711094,1.414921357,1.392433038,1.404579454,1.40082062,1.413767869,1.377166544
,Actividades terciarias > 62 Servicios de salud y de asistencia social Quintana Roo ,1.246051564,1.205691486,1.257116733,1.312582652,1.321183463,1.373436175,1.360166817,1.362370033,1.363968372,1.369303065,1.411262692
,Actividades terciarias > 62 Servicios de salud y de asistencia social San Luis Potos� ,1.868641629,1.822263739,1.873224004,1.961019121,1.826401352,1.772584034,1.877090842,1.826128605,1.699910305,1.805890898,1.981342193
,Actividades terciarias > 62 Servicios de salud y de asistencia social Sinaloa ,2.192765956,2.129250839,2.158524574,2.051279112,1.982305189,2.013396961,2.047484764,1.958098243,2.079258695,2.029212093,2.082927033
,Actividades terciarias > 62 Servicios de salud y de asistencia social Sonora ,2.564853257,2.577618215,2.591707204,2.64609598,2.717856977,2.679122664,2.663451101,2.606179571,2.522628653,2.524996966,2.635431457
,Actividades terciarias > 62 Servicios de salud y de asistencia social Tabasco ,2.645836217,2.537016762,2.436054295,2.221316161,2.389248932,2.385695193,2.258051441,2.27203153,2.18061048,2.094309365,2.019361981
,Actividades terciarias > 62 Servicios de salud y de asistencia social Tamaulipas ,3.270836141,3.244027403,3.165742572,2.937818817,3.212670376,3.20107869,3.051487224,3.193672343,3.184532022,3.255043912,3.273187956
,Actividades terciarias > 62 Servicios de salud y de asistencia social Tlaxcala ,0.7375149,0.737821134,0.748129303,0.804795504,0.784158326,0.796114539,0.794290391,0.763683858,0.740422097,0.715444172,0.704795801
,Actividades terciarias > 62 Servicios de salud y de asistencia social Veracruz de Ignacio de la Llave ,5.737036574,5.752441287,5.781553026,5.624134554,5.985469773,5.761271998,5.685982203,5.605078251,5.318254496,5.401537076,5.28913167
,Actividades terciarias > 62 Servicios de salud y de asistencia social Yucat�n ,1.888041819,1.743796752,1.750643749,1.717799929,1.687212212,1.751560242,1.746093637,1.77982058,1.791839004,1.786307756,1.796461881
,Actividades terciarias > 62 Servicios de salud y de asistencia social Zacatecas ,1.007969646,1.04243329,0.996718354,0.976173812,0.959502778,0.951988427,0.941469377,0.962633952,1.033996936,1.033676974,0.992365598
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Total nacional ",100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Aguascalientes ",0.568899356,0.575466437,0.567298472,0.573589388,0.573952765,0.559419559,0.575971347,0.57765402,0.581200138,0.584717356,0.584569292
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Baja California ",7.058442564,7.15590434,7.069350494,7.299269316,7.294186918,7.075625042,7.360000241,7.448597427,7.532857468,7.620497306,7.68888302
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Baja California Sur ",0.999740937,1.000067302,0.977981661,0.963341151,0.982990986,0.960508018,0.955106767,0.960967764,0.971740155,0.969746603,0.954048363
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Campeche ",0.807185283,0.811366412,0.799958523,0.820334778,0.82512234,0.808472869,0.83345723,0.840369292,0.847423765,0.857518241,0.859903288
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Coahuila de Zaragoza ",3.625436537,3.625818643,3.568563192,3.670911931,3.691791103,3.588972744,3.758905893,3.834065517,3.919009991,3.98825439,4.020796462
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Colima ",0.345228119,0.354663659,0.351329721,0.350908466,0.34930335,0.343371261,0.348538985,0.346961432,0.343920205,0.343024078,0.339842655
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Chiapas ",0.634604394,0.640124005,0.636492011,0.649375246,0.651750677,0.639891597,0.657020348,0.663101704,0.670544008,0.678071645,0.681777566
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Chihuahua ",1.776127266,1.78460364,1.707351355,1.707171279,1.699096532,1.633629532,1.654610793,1.654488739,1.64537252,1.612655519,1.600756645
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Ciudad de M�xico ",33.03125873,32.52007768,33.27300048,32.73765941,32.45877891,33.732449,32.40685885,32.12418183,31.77334897,31.61083734,31.69976343
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Durango ",0.339010129,0.344356317,0.334534072,0.331794333,0.326943959,0.316959345,0.320320284,0.317681537,0.313031299,0.310062626,0.304498552
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Guanajuato ",3.320491163,3.372150355,3.347622976,3.377344359,3.381971315,3.267682973,3.366491836,3.378757013,3.405384665,3.413498497,3.406833166
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Guerrero ",0.701995103,0.717680225,0.7043961,0.689230566,0.686727955,0.658805347,0.661899461,0.644775012,0.630372708,0.62491719,0.611609184
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Hidalgo ",1.558138766,1.558374134,1.542965085,1.611833698,1.630758755,1.586125704,1.65811699,1.675425638,1.706155077,1.732847282,1.745567002
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Jalisco ",6.751760254,6.741632725,6.639969531,6.680934422,6.639335347,6.437164653,6.664109005,6.634215578,6.629523503,6.67316727,6.635120602
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos M�xico ",6.931896513,6.962992571,7.163997631,7.141005922,7.165431987,7.41879457,7.320512535,7.330168602,7.43140132,7.415705227,7.439930387
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Michoac�n de Ocampo ",2.409802882,2.406292727,2.373909172,2.42863467,2.429936795,2.363459583,2.435229197,2.460366008,2.492379264,2.516825339,2.523126892
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Morelos ",0.855671734,0.869087218,0.879970028,0.860068294,0.847841826,0.865651661,0.845904442,0.835709589,0.822684928,0.812598577,0.805722392
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Nayarit ",0.570859441,0.612178228,0.593078532,0.534461882,0.491205376,0.518796432,0.541114037,0.529003351,0.542030756,0.463567206,0.4790594
