Periodo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Jalisco ",6.342511176,6.163545156,6.139803966,5.369225782,5.458793981,5.393664382,5.408674023,5.49723713,5.564220034,5.668053497,5.703450229
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final M�xico ",7.624081141,8.750780762,8.503364887,8.667124499,7.754559164,8.205204727,8.137119454,8.460319602,8.160550825,8.11670372,7.838493702
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Michoac�n de Ocampo ",3.405565187,2.897686198,3.097072942,2.871633434,2.802411326,2.888303655,3.000020686,2.845449898,2.839803105,3.02005636,2.84378178
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Morelos ",0.477233379,0.506250995,0.505330707,0.426401401,0.426852022,0.440996682,0.458129326,0.446115159,0.491800682,0.526225008,0.468196212
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Nayarit ",1.354246658,0.829565376,1.114159065,0.745197211,0.628133013,0.695060071,1.16346327,1.315033106,1.27078635,1.096660875,1.439357189
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Nuevo Le�n ",6.762639888,6.625080765,6.499679538,7.131734033,7.335018465,7.029501777,6.785080541,7.216462034,7.054089369,6.349751315,6.521593846
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Oaxaca ",1.248979277,1.336894641,1.500138048,1.518487384,1.531368549,1.433489073,1.525843256,1.507624684,1.485069115,1.526421682,1.582230854
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Puebla ",3.046344531,2.775884491,3.703951634,3.624880972,3.657822884,3.709562569,3.893322475,3.568172929,3.710617172,3.886220742,3.77314146
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Quer�taro ",2.049685335,2.504342926,2.086610328,1.863171789,2.273441421,2.015473912,2.322147901,2.368201264,2.135587486,2.375324139,2.264349347
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Quintana Roo ",0.840307487,0.918388776,0.817167567,0.785790404,0.847975798,0.870237146,0.880081055,0.937899133,0.951804003,0.973676812,1.104303493
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final San Luis Potos� ",2.599601546,2.550749543,2.572541103,2.646365855,2.666659052,2.426969822,2.148224575,2.270667053,2.394419685,2.699832993,2.810207074
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Sinaloa ",3.710940481,3.592259103,3.512455594,3.284982987,3.02922632,3.159509241,3.14808571,3.151646105,3.03134066,3.384616915,3.209222075
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Sonora ",4.403216674,4.228456356,4.174285083,4.254410082,4.426140536,4.464256046,4.039481501,4.192775892,4.725236458,4.983420573,5.162591711
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Tabasco ",0.722633872,0.700366221,0.634589442,0.737745974,0.69519701,0.733216354,0.767934821,0.765148767,0.769147749,0.711911885,0.691870842
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Tamaulipas ",4.433863398,4.877206726,5.023156782,5.425345326,5.350261798,5.08413164,4.521808674,4.933841954,4.868466217,4.500870084,4.580591205
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Tlaxcala ",0.379848123,0.376305667,0.403087367,0.370338994,0.352523676,0.355881089,0.369226046,0.36955884,0.373502214,0.379659553,0.370041903
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Veracruz de Ignacio de la Llave ",7.422221015,8.355278155,6.885180688,7.418564642,7.806565808,8.078931716,6.705579556,7.297240839,7.34543658,6.998406106,7.669563955
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Yucat�n ",2.342041829,2.803611644,2.465657613,2.063961534,2.307297493,2.201043501,1.981996861,2.085087485,2.171593974,2.168858293,1.975348569
,Actividades secundarias > 22 Generaci�n- transmisi�n y distribuci�n de energ�a el�ctrica suministro de  agua y de gas por ductos al consumidor final Zacatecas ",0.446778407,0.494357415,0.56251778,0.557327397,0.578262409,0.573058063,0.568491954,0.505065985,0.465705815,0.469602084,0.443336408
,Actividades secundarias > 23 Construcci�n Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 23 Construcci�n Aguascalientes ,1.753604308,2.008624963,1.837214535,1.770951918,1.865325191,1.851362525,2.021647931,1.843692983,2.040671629,2.051866173,1.998073967
,Actividades secundarias > 23 Construcci�n Baja California ,5.599918928,4.540796943,4.641250194,4.547757228,4.476822326,4.466981936,4.062014965,4.362467268,4.42899665,4.724913568,4.619075786
,Actividades secundarias > 23 Construcci�n Baja California Sur ,2.214873596,2.610457712,2.218809464,2.08757005,1.932235116,1.667319346,1.428602859,2.120258403,1.867188127,2.64262111,3.961826924
,Actividades secundarias > 23 Construcci�n Campeche ,4.149232292,4.454735432,4.873616071,4.353662901,4.296297612,4.342337384,3.301644697,3.048326316,2.541804493,1.931754121,1.793924495
,Actividades secundarias > 23 Construcci�n Coahuila de Zaragoza ,3.700295019,3.217693538,3.122576446,3.279332376,3.27179306,2.83738237,3.132633603,3.171717228,3.396028634,4.303959354,3.57227383
,Actividades secundarias > 23 Construcci�n Colima ,0.933030151,1.015973163,1.125004409,1.271878115,1.192061099,1.137970336,0.986830978,0.964919,0.984443602,0.915120428,0.812914254
,Actividades secundarias > 23 Construcci�n Chiapas ,1.796826314,2.042722168,2.377817216,2.149778555,2.296621865,1.81641049,1.860003769,1.862306862,1.710381451,1.475745414,1.272716574
,Actividades secundarias > 23 Construcci�n Chihuahua ,3.208917016,3.239838119,2.965734599,2.562520647,2.722486764,2.98737754,3.045335219,3.315281457,3.428476801,3.107589976,2.552914527
,Actividades secundarias > 23 Construcci�n Ciudad de M�xico ,8.5228439,9.151911058,7.972962208,9.247908107,9.934337618,8.973706538,9.749405516,8.351337458,9.42155586,9.621950566,9.321132241
,Actividades secundarias > 23 Construcci�n Durango ,1.000280852,1.138239051,1.147092709,1.348659379,1.197345321,1.269928034,1.444976029,1.232942888,1.36889353,1.339268598,1.271222624
,Actividades secundarias > 23 Construcci�n Guanajuato ,3.666050766,3.542074951,3.307856923,3.802254526,3.992300202,4.455006513,4.271785686,4.252825602,4.329594767,4.702611776,4.236827714
,Actividades secundarias > 23 Construcci�n Guerrero ,1.884426295,1.731952981,1.698188755,1.626650573,1.590715659,1.788834459,2.026099426,1.766213766,1.588054954,1.408084725,1.502189634
,Actividades secundarias > 23 Construcci�n Hidalgo ,1.578511483,1.309950183,1.414102327,1.4339785,1.483993552,1.557732989,1.779232024,2.116221942,2.188948916,1.799029514,1.715326451
,Actividades secundarias > 23 Construcci�n Jalisco ,6.982598807,6.261407514,6.534194351,6.899166952,6.813121501,6.851800282,6.468698226,6.977264236,6.977171824,7.198571412,6.793740371
,Actividades secundarias > 23 Construcci�n M�xico ,4.720226201,4.790409457,5.891765472,5.359115705,4.951268911,5.669422113,5.642659688,5.229371812,5.697880734,6.66451212,6.840954686
,Actividades secundarias > 23 Construcci�n Michoac�n de Ocampo ,1.667812552,1.543376068,1.580242879,1.818192818,1.762668095,1.593816108,1.783008114,1.890114845,1.762966939,1.563918994,1.603559876
,Actividades secundarias > 23 Construcci�n Morelos ,2.210686646,2.828804033,2.722594099,2.005272793,1.581086927,1.600947872,1.740241987,1.388375687,1.454567488,1.9790933,1.830780382
,Actividades secundarias > 23 Construcci�n Nayarit ,1.088850675,1.048634553,0.951678754,0.964468541,0.992110637,1.024629197,1.1483356,1.058831551,1.077054141,0.974801833,0.799992887
,Actividades secundarias > 23 Construcci�n Nuevo Le�n ,9.414829187,8.789989048,9.129532872,9.099152567,8.88617703,9.183631517,9.386980213,10.60718636,9.591603385,9.479171638,9.683666868
,Actividades secundarias > 23 Construcci�n Oaxaca ,1.994397648,2.352441624,2.427060034,2.425044892,2.53623476,2.741899219,2.749754935,2.86594351,2.259196086,1.78065208,2.182841002
,Actividades secundarias > 23 Construcci�n Puebla ,2.432951865,2.42620288,2.552481018,2.499452762,2.719080339,2.628316814,2.809438065,3.021190064,3.176528709,2.788821811,2.961942307
,Actividades secundarias > 23 Construcci�n Quer�taro ,2.048694665,2.37121963,2.35601745,2.49948357,2.522010311,2.566161591,2.820967517,2.92241091,2.876609922,3.169848534,3.121500095
,Actividades secundarias > 23 Construcci�n Quintana Roo ,1.688616248,1.566776587,1.326966044,1.399830235,1.384479641,1.564575828,1.665302645,1.4885453,1.93564434,1.661140636,1.673651039
,Actividades secundarias > 23 Construcci�n San Luis Potos� ,1.731240746,1.859087425,1.560531083,1.58792971,1.689102062,2.116127103,2.048415085,2.215551555,2.17245193,2.190041418,2.133137778
,Actividades secundarias > 23 Construcci�n Sinaloa ,3.190128008,3.158140778,3.258557559,3.065377026,2.67673283,2.697163558,2.545833195,2.592887432,2.800297676,2.555116812,2.762931661
,Actividades secundarias > 23 Construcci�n Sonora ,3.676081094,3.746070311,3.41952997,3.53043812,3.602313606,3.616869252,3.492140089,3.285007803,3.794524738,4.060360347,4.096987402
,Actividades secundarias > 23 Construcci�n Tabasco ,2.75523962,3.042514158,2.963355239,3.393470117,3.562474352,3.491380227,3.291817238,3.052674159,2.129556957,1.692647923,1.465110336
,Actividades secundarias > 23 Construcci�n Tamaulipas ,5.477112499,4.429644568,4.430307224,4.183498521,3.759948346,3.79934226,3.826228702,3.785491811,3.686730094,3.590525022,4.06279081
,Actividades secundarias > 23 Construcci�n Tlaxcala ,0.710184264,0.883986965,1.189391503,0.67968165,0.750971229,0.500685918,0.61091004,0.873312842,0.772424124,0.589639365,0.732604431
,Actividades secundarias > 23 Construcci�n Veracruz de Ignacio de la Llave ,5.213848867,5.718641935,5.940189365,6.088258774,6.399701624,6.272519014,5.706026526,5.393680867,5.448303386,4.920574266,5.408984277
,Actividades secundarias > 23 Construcci�n Yucat�n ,1.80235658,1.883984641,1.88071483,1.93128533,2.171323645,1.928887581,2.132786847,1.962464726,1.979117937,2.103404788,2.094673987
,Actividades secundarias > 23 Construcci�n Zacatecas ,1.185332905,1.293697562,1.182664399,1.087977042,0.986858772,0.999474086,1.020242584,0.981183357,1.112330179,1.012642376,1.119730787
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Aguascalientes ,1.421747247,1.399868424,1.576854233,1.592752129,1.6355284,1.741440155,2.046285021,2.097412361,2.174166633,2.160623726,2.243221503
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Baja California ,4.544698207,4.150014311,4.062298895,3.844513455,3.886445673,3.907508855,4.106019332,4.481534686,4.618493415,4.602483619,4.791582025
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Baja California Sur ,0.089844029,0.093904932,0.085385616,0.081997825,0.07756308,0.081997905,0.082564931,0.078555212,0.077228331,0.074874055,0.073701293
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Campeche ,0.111729579,0.127984718,0.116887865,0.11590348,0.107372079,0.110910247,0.107011273,0.101490098,0.094313066,0.087825212,0.087023037
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Coahuila de Zaragoza ,8.029672976,6.307507934,7.919860361,8.348521971,8.653467901,8.31395208,8.318979984,7.999020087,7.776727435,7.877620372,8.016046789
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Colima ,0.138938094,0.157342392,0.158798117,0.158759054,0.151154449,0.154924827,0.146026621,0.149861361,0.1479277,0.14443477,0.14362362
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Chiapas ,1.183799156,1.341767975,1.247152917,1.244229107,1.165689852,1.126236427,1.145898021,1.087742839,1.050261245,0.901438771,0.804228641
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Chihuahua ,4.499922542,4.225823343,4.123097773,4.113884453,4.553607227,4.763587157,4.681297166,4.805869861,5.032160836,5.110883272,5.11237869
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Ciudad de M�xico ,7.906262745,8.26227932,7.509947273,7.059026952,6.677769892,6.53274461,6.246862191,5.95789997,5.826928311,5.704494246,5.702680926
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Durango ,1.132737069,1.238230433,1.158876918,1.172847966,1.208471054,1.196826502,1.100260064,1.080698734,1.084784539,1.041021007,1.079190577
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Guanajuato ,4.523247231,4.910375608,5.161163339,5.196889918,5.164918829,5.45613015,5.965263769,6.505991384,6.617771655,6.516883309,6.216023457
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Guerrero ,0.277999796,0.291272244,0.270278572,0.268925235,0.256740731,0.253071119,0.239114311,0.224673163,0.219675447,0.206525414,0.203664888
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Hidalgo ,1.986296273,2.175482395,1.961565379,1.920939996,1.867147232,1.842854076,1.851234989,1.856181102,1.864592552,1.888782414,1.917618459
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Jalisco ,7.621204183,8.048958042,8.025225136,7.741158435,7.847977583,8.210907449,8.901718768,9.034465804,8.866135654,8.750534674,8.77343104
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras M�xico ,11.07019013,11.13737541,11.15644515,11.46380097,11.44805075,11.21741561,10.47949182,10.29624989,9.990870716,10.23502232,10.27501394
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Michoac�n de Ocampo ,1.769356657,1.592112755,1.648011924,1.47221631,1.441327254,1.519102894,1.510031788,1.338093615,1.338796196,1.318784347,1.265745726
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Morelos ,1.118222312,1.149885726,1.192672333,1.287710144,1.294938858,1.327828751,1.300792356,1.297217182,1.293894828,1.240700871,1.177918026
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Nayarit ,0.21669775,0.231811044,0.228514591,0.225904923,0.222930842,0.222851508,0.218224441,0.214072664,0.213386032,0.209431045,0.203351309
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Nuevo Le�n ,10.15831561,10.62749816,10.86075596,10.64855164,10.57280155,10.36498907,10.16423663,10.24100581,10.30297143,10.60192454,10.89201745
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Oaxaca ,1.265340563,1.400816621,1.165891811,1.177890753,1.056646896,1.13758085,1.073322871,1.019978804,1.055723199,0.861132258,0.9152972
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Puebla ,4.962788136,4.587938419,4.795854296,4.941965538,5.178143343,4.660785873,4.455886881,4.437005742,4.398761114,5.330360259,5.290964205
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Quer�taro ,2.940481099,2.955615408,3.103393676,3.27043895,3.216129219,3.154282866,3.370411538,3.535354171,3.821661304,3.901666913,3.960962081
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Quintana Roo ,0.189438566,0.197997351,0.176239334,0.16634075,0.140219106,0.135611334,0.136244608,0.137888248,0.147815385,0.160544445,0.177944081
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras San Luis Potos� ,2.523029076,2.570764165,2.694784108,2.848303704,2.988594562,2.994143787,3.062990231,3.071737149,3.267421321,3.408674181,3.532911631
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Sinaloa ,0.971270575,1.099028411,1.023557898,1.027680943,1.037851454,0.996773308,1.007433118,1.015475875,1.015305429,1.02708053,1.034081129
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Sonora ,4.704727114,4.57531535,4.469414416,4.776145642,4.718252974,5.019806152,5.088742827,5.149444209,4.990325302,4.536124442,4.283147401
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Tabasco ,1.832122688,2.018500994,1.972057624,1.928859359,1.835388792,1.903331754,1.797305276,1.575905735,1.509896899,1.455621578,1.275172667
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Tamaulipas ,5.077053361,4.981387636,4.395867313,4.172655628,4.104441591,4.112496399,3.940464684,4.029958226,3.938891194,3.778952383,3.649047919
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Tlaxcala ,0.773057709,0.806479447,0.796431111,0.850455297,0.830804689,0.814878688,0.80630976,0.807101269,0.821156779,0.811084704,0.828104426
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Veracruz de Ignacio de la Llave ,5.444452888,5.632623156,5.269042465,5.246593062,5.105358839,5.228209366,5.056216152,4.720777337,4.659497134,4.241581036,4.195975751
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Yucat�n ,0.97183787,1.08617949,1.036108111,1.028605351,0.989646934,0.967774431,0.982199023,1.026002836,1.15781593,1.216138993,1.217623339
,Actividades secundarias > 31-33 Industrias manufactureras > Total industrias manufactureras Zacatecas ,0.543518771,0.617858389,0.637565483,0.60553106,0.564618373,0.529045792,0.611159557,0.625334574,0.624642986,0.59675029,0.660306774
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Aguascalientes ,1.457707754,1.491058849,1.448464426,1.428352835,1.398204941,1.456530607,1.421853989,1.458747511,1.579021026,1.61587821,1.542031881
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Baja California ,2.592253156,2.868040103,2.877159036,2.766900661,2.620663562,2.628475702,2.728262023,2.995511431,3.082405168,2.986480053,3.041387089
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Baja California Sur ,0.264106994,0.257831817,0.254498852,0.241613128,0.223603006,0.222730564,0.235048137,0.20608058,0.196185009,0.19015991,0.192328071
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Campeche ,0.185841767,0.192221271,0.199697122,0.200513876,0.187142484,0.190184145,0.19409711,0.186795922,0.18282002,0.174385878,0.171566186
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Coahuila de Zaragoza ,3.38356593,3.568634747,3.567702595,3.652679146,3.777238551,3.822072682,3.515783658,3.55417706,3.575136793,3.356944874,3.462619174
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Colima ,0.398641936,0.42649269,0.461767446,0.459083725,0.451126995,0.48813507,0.485627829,0.50475593,0.479246436,0.472210756,0.465170079
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Chiapas ,1.558256684,1.567169186,1.502954061,1.46106427,1.468154529,1.455431682,1.445718186,1.423008335,1.42944928,1.389169056,1.260141123
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Chihuahua ,2.347217093,2.169566171,2.279779422,2.471414678,2.554626252,2.501449954,2.424103743,2.315232829,2.295043869,2.423803372,2.438825429
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Ciudad de M�xico ,9.787225737,10.10203634,9.596168416,9.480876823,9.681635847,9.725949883,9.704369594,9.496862351,9.45301649,9.939824209,9.873158668
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Durango ,2.718974256,2.762528944,2.716544525,2.686437412,2.538156014,2.53984116,2.372291452,2.308230133,2.27794331,2.131127646,2.329865412
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Guanajuato ,5.780511594,5.978548575,6.175851615,6.248785034,6.162811875,5.991949923,6.188987457,6.255565256,6.405668375,6.378986828,6.288142912
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Guerrero ,0.775788934,0.732582942,0.720989024,0.731030339,0.703607366,0.695207491,0.670691706,0.644038137,0.61922737,0.581573517,0.574659151
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Hidalgo ,1.837700096,1.873232957,1.892754927,1.866345228,1.843854245,1.829280736,1.875756016,1.881334171,1.942112957,2.001070592,2.138585085
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Jalisco ,10.29811439,10.16212605,10.44229643,10.16634392,10.26833625,10.53952111,10.6939001,10.77032103,10.44796317,10.20083864,10.55395601
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria M�xico ,12.79977623,12.59912651,13.04857889,13.22681958,13.57884808,13.80263688,14.01056663,13.74644852,13.21728902,12.95631256,12.91220411
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Michoac�n de Ocampo ,1.958775555,1.98182466,1.955879592,1.933115113,1.978313227,2.064379138,2.173291181,2.151968548,2.146952971,1.988647037,1.950396298
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Morelos ,1.123842256,1.134089356,1.186598694,1.142620674,1.126289405,1.151270215,1.185989239,1.190956027,1.149551809,1.138831618,1.160751951
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Nayarit ,0.510077635,0.496082002,0.535691149,0.504437911,0.503280656,0.509020446,0.535431852,0.558569569,0.540282259,0.512561404,0.480634741
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Nuevo Le�n ,6.378149403,6.516448693,6.5791624,6.630557696,6.571441855,6.595680762,6.469927516,6.228214785,5.794892967,5.97153037,5.985855217
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Oaxaca ,1.039495033,1.032339163,1.030261362,1.01147249,1.005702854,1.09273178,1.153597598,1.160783328,1.226678607,1.249082059,1.218774204
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Puebla ,4.829496659,4.618286388,4.421797674,4.302090146,4.25008982,3.863287751,3.787901174,3.814488776,4.041370867,4.260132937,4.237851342
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Quer�taro ,3.321398749,3.176657663,3.426962933,3.389332164,3.043165472,2.922948053,2.967492203,3.032530547,3.202689291,3.359169027,3.458293565
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Quintana Roo ,0.384012693,0.387849695,0.388555665,0.378610809,0.333315198,0.329354794,0.339830775,0.346880536,0.365607528,0.381531026,0.423340162
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria San Luis Potos� ,2.784218888,2.738495475,2.754785117,2.787371914,2.700470181,2.789057717,2.983393668,2.856097,2.722408887,2.553239278,2.584780249
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Sinaloa ,2.975404177,3.149811531,3.13230732,3.197859157,3.223539899,3.115821371,3.293294562,3.336916383,3.26748538,3.343883714,3.293376568
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Sonora ,3.937266442,4.002351403,4.033329741,3.787179591,4.30398668,4.182285283,4.188785187,4.343382414,4.216705368,4.445673864,4.291283163
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Tabasco ,1.216519092,1.146950898,1.170873221,1.074554871,1.014993384,1.001722067,0.935916992,0.80654637,0.837027384,0.937893676,0.970228476
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Tamaulipas ,1.654542302,1.636375322,1.676307786,1.657837299,1.477529599,1.398527452,1.341204332,1.501338593,1.643871509,1.426983911,1.321729023
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Tlaxcala ,0.771889431,0.732562946,0.753052332,0.784166418,0.784929177,0.72938546,0.551098959,0.542496868,0.584047304,0.590361776,0.61340449
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Veracruz de Ignacio de la Llave ,8.197354222,7.62554709,6.904170979,7.390221653,7.41734113,7.52530358,7.140491118,7.160783687,7.426094426,7.173579115,7.010599099
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Yucat�n ,2.369545842,2.47505887,2.451501535,2.536359887,2.406513972,2.441348309,2.583705447,2.844878802,3.295481911,3.515676348,3.411798863
,Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Zacatecas ,0.362329067,0.398071698,0.413555714,0.40395155,0.401087503,0.398478238,0.401590564,0.37605857,0.356323233,0.352456732,0.342262214
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Aguascalientes ,0.425569684,0.435002454,0.440362941,0.46547081,0.490602847,0.545317044,0.499123528,0.461905335,0.424204118,0.412678863,0.405438585
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Baja California ,2.5439311,2.295437881,2.232353017,2.288522946,2.567599317,2.634495086,2.248222873,2.129065219,2.206573123,2.254592023,2.202407291
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Baja California Sur ,0.109017074,0.105336371,0.10466491,0.112225361,0.130808994,0.180821305,0.195948653,0.22760998,0.237492609,0.236874405,0.225204257
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Campeche ,0.424957619,0.416141096,0.358721118,0.361703814,0.284652266,0.26651086,0.185481039,0.219579064,0.224482691,0.201408358,0.179571637
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Coahuila de Zaragoza ,2.298087421,2.257429951,2.299674624,4.917868307,5.43383335,5.352735918,5.109952584,4.683366216,6.129813511,7.214286,7.521625542
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Colima ,0.031971881,0.032580329,0.032057084,0.03452211,0.034431339,0.035912597,0.034839874,0.036242888,0.037924217,0.028872811,0.022929115
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Chiapas ,0.605468798,0.758431794,0.794478184,0.729042992,0.628735876,0.681075127,1.068477846,1.238978389,1.240108512,1.225133968,1.202131217
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Chihuahua ,1.785426028,1.597332823,1.2315629,1.053693571,1.408574718,1.469188568,1.282960308,1.03656435,0.810624989,0.828051545,1.081364145
